,url,title,bed,title2,location,badge,cancellation_policy,accommodates,price_per_night,amenity_Hướng nhìn đẹp mắt,amenity_Phòng tắm,amenity_Phòng ngủ và giặt ủi,amenity_Giải trí,amenity_Gia đình,amenity_Hệ thống sưởi và làm mát,amenity_Quyền riêng tư và an toàn,amenity_Internet và văn phòng,amenity_Đồ dùng nấu bếp và ăn uống,amenity_Các đặc điểm về vị trí,amenity_Ngoài trời,amenity_Chỗ đỗ xe và cơ sở vật chất,amenity_Dịch vụ,amenity_Không bao gồm,rating_Total,rating_Mức độ sạch sẽ,rating_Độ chính xác,rating_Nhận phòng,rating_Giao tiếp,rating_Vị trí,rating_Giá trị,prices_Phí vệ sinh,prices_Phí dịch vụ Airbnb,amenity_An toàn nhà ở,prices_Ưu đãi đặc biệt,prices_Giảm giá cho thời gian ở dài hạn,prices_Giảm giá cho khách đặt sớm
129,https://www.airbnb.com.vn/rooms/1024581154045184649?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-16&check_out=2023-12-21&source_impression_id=p3_1702210180_Rdrh3ZkDJ2LzCB%2BY&previous_page_section_name=1000,Căn hộ dịch vụ 3-1 (3),2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,Phòng riêng tại nhà tại Việt Nam,"Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 2 khách,$18,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu Dove', 'Dầu xả Dove', 'Xà phòng tắm Dove', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo và tủ đồ']",['TV với truyền hình cáp tiêu chuẩn'],,"['Điều hòa nhiệt độ', 'Quạt trần']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp điện', 'Bàn ăn']",['Lối vào riêng'],"['Sân hoặc ban công', 'Sân sau']",['Miễn phí đỗ xe trên đường/phố'],"['Cho phép thú cưng', 'Tự nhận phòng', 'Bàn phím']","['Không có: Máy sấy quần áo', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",,,,,,,,,$13,"['Camera an ninh trong nhà', 'Bình chữa cháy']",,,
130,https://www.airbnb.com.vn/rooms/43537885?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-25&check_out=2023-12-30&source_impression_id=p3_1702210180_xlxohk21iPojoQXf&previous_page_section_name=1000,Căn hộ 1 Phòng ngủ Tiện nghi với View Landmmark 81,3 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam","Bình Thạnh, Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 3 khách,$36,"['Hướng nhìn ra công viên', 'Hướng nhìn ra hồ bơi', 'Hướng nhìn ra cảng', 'Hướng nhìn ra sông']","['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm MegaMall', 'Vòi sen tắm ngoài trời', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong căn hộ', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Két sắt', 'Nơi để quần áo: tủ quần áo, tủ đồ và tủ ngăn kéo']","['50"" HDTV với truyền hình cáp tiêu chuẩn', 'Hệ thống âm thanh', 'Thiết bị tập thể dục: máy tập toàn thân, tạ tay, máy tập đạp xe, máy chạy bộ', 'Bàn bóng bàn', 'Sách và ấn phẩm để đọc', 'Rạp chiếu phim']","['Sách và đồ chơi trẻ em', 'Bộ dụng cụ ăn uống cho trẻ em', 'Đồ bịt ổ điện', 'Sân chơi ngoài trời']","['Hệ thống điều hòa trung tâm', 'Lò sưởi trong nhà: điện', 'Quạt cầm tay', 'Hệ thống sưởi trung tâm']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Bếp từ Teka bằng thép không gỉ', 'Lò nướng bằng thép không gỉ', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Máy nướng bánh mỳ', 'Nồi cơm điện', 'Thùng rác có chức năng nén rác', 'Đồ dùng nướng thịt ngoài trời', 'Bàn ăn', 'Cà phê', 'Máy làm bánh mì']","['Ven sông/hồ/biển', 'Lối ra hồ', 'Hiệu giặt ủi tự động gần đây', 'Được vào khu nghỉ dưỡng, miễn phí']","['Sân hiên hoặc ban công riêng', 'Sân sau chung – Có hàng rào kín', 'Nội thất ngoài trời', 'Khu vực ăn uống ngoài trời', 'Bếp ngoài trời chung', 'Bếp nướng BBQ: than củi', 'Bến thuyền', 'Ghế tắm nắng']","['Miễn phí đỗ xe trên đường/phố', 'Bể bơi Chung ngoài trời – có sẵn hoặc phục vụ quanh năm, mở cửa theo giờ giấc cụ thể, hồ bơi tiêu chuẩn', 'Thang máy', 'Thiết bị sạc xe điện', 'Phòng thể hình chung trong tòa nhà', 'Nhà để xe có thu phí, ngoài khuôn viên', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép thú cưng', 'Cho phép gửi hành lý', 'Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",['Không có: Máy sấy phí Miễn phí – Trong căn hộ'],,,,,,,,$17,$28,"['Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO']",-$12,,
131,https://www.airbnb.com.vn/rooms/635089908636490168?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702210180_gNQ1BK7BOMlWFKiT&previous_page_section_name=1000,Phòng Studio hiện đại và ấm cúng # chỗ đỗ xe MIỄN PHÍ,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm riêng,"Phòng riêng tại nhà phố tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 2 khách,$17,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Bồn cầu vệ sinh thông minh', 'Nước nóng', 'Sữa tắm']","['Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Nơi để quần áo']","['32"" HDTV với Netflix']",,['Điều hòa không khí – hệ thống hai cụm không ống gió'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Bếp từ', 'Ấm đun nước nóng', 'Nồi cơm điện']","['Lối vào riêng', 'Hiệu giặt ủi tự động gần đây']",,"['Chỗ đỗ xe miễn phí tại nơi ở', 'Nhà một tầng']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím', 'Có dịch vụ dọn vệ sinh trong thời gian ở']","['Không có: Máy giặt', 'Không có: Máy sấy quần áo', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']","5,0 · 4 đánh giá","5,0","4,8","5,0","4,8","5,0","5,0",,$12,"['Camera an ninh trong nhà', 'Bình chữa cháy']",,-$3,
132,https://www.airbnb.com.vn/rooms/957545688030724735?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-03-01&check_out=2024-03-06&source_impression_id=p3_1702210180_EOVy78x5rr%2F8BgUc&previous_page_section_name=1000,@L5 Vinhome_3Br* Tầng 45_Landmark81 x River View,10 khách ·  · 3 phòng ngủ  ·  · 5 giường ·  · 2 phòng tắm,,"Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Hủy miễn phí trước 25 thg 2.,Tối đa 10 khách,$81,"['Hướng nhìn ra đường chân trời thành phố', 'Hướng nhìn ra hồ bơi']","['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong căn hộ', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo']","['TV', 'Thiết bị tập thể dục', 'Rạp chiếu phim']","['Cũi', 'Cũi Pack ’n Play/cũi du lịch', 'Sách và đồ chơi trẻ em', 'Ghế ăn cho bé – được cung cấp theo yêu cầu', 'Bộ dụng cụ ăn uống cho trẻ em', 'Sân chơi ngoài trời']","['Hệ thống điều hòa trung tâm', 'Hệ thống sưởi']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ đông', 'Bếp điện bằng thép không gỉ', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Nồi cơm điện', 'Bàn ăn', 'Cà phê']","['Ven sông/hồ/biển', 'Lối ra hồ', 'Được vào khu nghỉ dưỡng, miễn phí']","['Sân hiên hoặc ban công riêng', 'Sân sau chung – Chưa được rào kín', 'Nội thất ngoài trời', 'Ghế tắm nắng']","['Bể bơi Chung ngoài trời – có sẵn hoặc phục vụ quanh năm, mở cửa theo giờ giấc cụ thể, hồ bơi tiêu chuẩn, đồ chơi ở bể bơi', 'Thang máy', 'Thiết bị sạc xe điện', 'Nhà để xe có thu phí, ngoài khuôn viên', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép gửi hành lý', 'Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím', 'Có dịch vụ dọn vệ sinh trong thời gian ở']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo']","5,0 · 20 đánh giá",,,,,,,$10,$58,"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']",,,-$21
133,https://www.airbnb.com.vn/rooms/32647884?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702210180_MMw7ZIAbw2nDYLhZ&previous_page_section_name=1000,Căn hộ AN - 302 Studio với cửa sổ lớn,2 khách ·  · Phòng studio ·  · 1 giường ·  · 1 phòng tắm riêng,"Phòng riêng tại nhà tại Quận 1, Việt Nam","Quận 1, Hồ Chí Minh, Việt Nam",,Bạn được hoàn tiền một phần nếu hủy trước khi nhận phòng lúc 11 thg 12.,Tối đa 2 khách,$18,,"['Máy sấy tóc', 'Dầu gội đầu', 'Nước nóng', 'Sữa tắm']","['Máy giặt – Trong tòa nhà', 'Máy sấy – Trong tòa nhà', 'Tiện nghi thiết yếu', 'Bộ chăn ga gối', 'Giá phơi quần áo', 'Nơi để quần áo: tủ đồ']",['TV'],,"['Điều hòa nhiệt độ', 'Quạt trần']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Tủ lạnh', 'Lò vi sóng', 'Bát đĩa và đồ bạc', 'Ấm đun nước nóng', 'Bếp nhỏ']",,,['Chỗ đỗ xe miễn phí tại nơi ở'],"['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Hộp khóa']","['Không có: Bếp', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']","4,60 · 25 đánh giá","4,5","4,6","4,8","4,8","4,8","4,6",$6,$14,"['Máy báo khói', 'Bình chữa cháy']",,,
134,https://www.airbnb.com.vn/rooms/993394516225133471?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-19&check_out=2023-12-24&source_impression_id=p3_1702210180_gDHIOhqieOdUSxPz&previous_page_section_name=1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,https://www.airbnb.com.vn/rooms/842639700009368931?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210180_8aMvocbVjynaCOxI&previous_page_section_name=1000,2BR Park 3 Phòng khách lớn Vinhomes Central Park,5 khách ·  · 2 phòng ngủ  ·  · 2 giường ·  · 2 phòng tắm,"Toàn bộ căn hộ chung cư cao cấp tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận lại 50% chi phí cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền cho số đêm bạn đã ở hoặc phí dịch vụ.,Tối đa 5 khách,$54,,"['Máy sấy tóc', 'Dầu gội đầu', 'Nước nóng']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bàn là']",['TV'],,['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Đồ nấu ăn cơ bản']",,,"['Hồ bơi Chung', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Hệ thống sưởi']","4,80 · 5 đánh giá","4,2","4,8","4,8","4,6","5,0","4,8",$8,$39,"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']",,,
136,https://www.airbnb.com.vn/rooms/28499666?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-03&check_out=2024-02-10&source_impression_id=p3_1702210180_AviOXnwnUt2OvUxk&previous_page_section_name=1000,★Katie House | Homey Apartment Masteri Thảo Điền★,4 khách ·  · 2 phòng ngủ  ·  · 2 giường ·  · 2 phòng tắm,,"Thảo Điền, Hồ Chí Minh, Việt Nam",,Hủy miễn phí trước 2 thg 2.,Tối đa 4 khách,,,"['Máy sấy tóc', 'Dầu gội đầu', 'Nước nóng']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Bàn là']",['TV'],,['Điều hòa nhiệt độ'],,['Wi-fi'],"['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp', 'Lò nướng']",,"['Sân hoặc ban công', 'Lò nướng BBQ']","['Chỗ đỗ xe miễn phí tại nơi ở', 'Bể bơi', 'Thang máy', 'Phòng tập thể hình', 'Chỗ đỗ xe ngoài khuôn viên, có thu phí', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép thú cưng', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím']","['Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']","4,71 · 31 đánh giá",,,,,,,,,"['Máy báo khói', 'Bình chữa cháy']",,,
137,https://www.airbnb.com.vn/rooms/1028583932454035632?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210181_yxVVTkkRuUmXUJvu&previous_page_section_name=1000,MelodyApart_TheManor2_CozyStudio,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 2 khách,$34,,"['Máy sấy tóc', 'Dầu gội đầu', 'Xà phòng tắm', 'Nước nóng']","['Máy giặt', 'Tiện nghi thiết yếu', 'Giá phơi quần áo']",['TV'],,['Điều hòa nhiệt độ'],,['Wi-fi'],"['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Bát đĩa và đồ bạc', 'Ấm đun nước nóng']",,,"['Bể bơi', 'Thang máy', 'Chỗ đỗ xe có thu phí trong khuôn viên']",['Cho phép ở dài hạn'],"['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",,,,,,,,,$24,"['Máy báo khói', 'Bình chữa cháy']",-$42,,
138,https://www.airbnb.com.vn/rooms/1042476046102892531?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210181_ypAOPU286ZWiXWbY&previous_page_section_name=1000,Căn hộ City View với hồ bơi tuyệt đẹp gần Trung tâm,3 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ chung cư cao cấp tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 3 khách,$65,,,,,,,,,,,,,,,,,,,,,,,$46,,-$82,,
139,https://www.airbnb.com.vn/rooms/1024202587107982159?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702210181_uNEsp%2FXfbKK2oYsa&previous_page_section_name=1000,"Studio ấm cúng gần Phan Xích Long, 5 phút đến D1 & D3",2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Bạn được hoàn tiền một phần nếu hủy trước khi nhận phòng lúc 11 thg 12.,Tối đa 2 khách,$17,,,,,,,,,,,,,,,,,,,,,,$7,$13,,,,
140,https://www.airbnb.com.vn/rooms/722779763307206796?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210181_L2idd8Y%2FU%2FCjed6Z&previous_page_section_name=1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,https://www.airbnb.com.vn/rooms/602079235869173813?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-12&check_out=2023-12-17&source_impression_id=p3_1702210181_pSsbPT4hQjvxDpnn&previous_page_section_name=1000,Một ngàn điều ước @Vinhomes,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm đầy đủ và 1 phòng vệ sinh cơ bản riêng,"Toàn bộ căn hộ chung cư cao cấp tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","Được khách
yêu thích","Hủy miễn phí trước 14:00, 11 thg 12.",Tối đa 2 khách,$29,,"['Bồn tắm', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Nước nóng']",['Máy giặt'],"['TV', 'Thiết bị tập thể dục']",,['Điều hòa nhiệt độ'],,['Wi-fi'],"['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Máy rửa chén bát', 'Lò nướng', 'Nồi cơm điện', 'Bàn ăn']",,,['Chỗ đỗ xe có thu phí trong khuôn viên'],"['Cho phép ở dài hạn', 'Tự nhận phòng', 'Khóa thông minh']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",,,,,,,,$5,$21,,,,
142,https://www.airbnb.com.vn/rooms/994706223150892692?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210181_dfQ%2F3K0EW3OD%2BsQE&previous_page_section_name=1000,M Apt- Classy 1BR5* & Sofa bed- Free Pool-HCMC,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận lại 50% chi phí cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền cho số đêm bạn đã ở hoặc phí dịch vụ.,Tối đa 2 khách,$35,['Hướng nhìn ra đường chân trời thành phố'],"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo']","['32"" HDTV với truyền hình cáp cao cấp, Netflix', 'Rạp chiếu phim']",['Sân chơi ngoài trời'],['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Cà phê']","['Lối vào riêng', 'Hiệu giặt ủi tự động gần đây']",['Sân sau'],"['Bể bơi Chung ngoài trời – có sẵn hoặc phục vụ quanh năm, mở cửa theo giờ giấc cụ thể, tầng thượng', 'Thang máy', 'Bãi đỗ xe có người phục vụ, trong khuôn viên']","['Cho phép gửi hành lý', 'Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím', 'Có dịch vụ dọn vệ sinh trong thời gian ở']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Hệ thống sưởi']",,,,,,,,,$25,"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']",,,
143,https://www.airbnb.com.vn/rooms/876355896372475262?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210181_3hIr%2Bh6pki38HZ9u&previous_page_section_name=1000,Căn hộ đẹp trong hồ bơi Manor 2,3 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 3 khách,$29,,,['Máy giặt'],['TV'],,['Điều hòa nhiệt độ'],,['Wi-fi'],['Bếp'],,,['Bể bơi'],,"['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']","4,67 · 3 đánh giá","4,8","5,0","5,0","5,0","4,0","4,8",,$21,"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']",,-$8,
144,https://www.airbnb.com.vn/rooms/994706223150892692?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210184_rSrkVH3DGirYzoms&previous_page_section_name=1000,M Apt- Classy 1BR5* & Sofa bed- Free Pool-HCMC,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận lại 50% chi phí cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền cho số đêm bạn đã ở hoặc phí dịch vụ.,Tối đa 2 khách,$35,['Hướng nhìn ra đường chân trời thành phố'],"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo']","['32"" HDTV với truyền hình cáp cao cấp, Netflix', 'Rạp chiếu phim']",['Sân chơi ngoài trời'],['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Cà phê']","['Lối vào riêng', 'Hiệu giặt ủi tự động gần đây']",['Sân sau'],"['Bể bơi Chung ngoài trời – có sẵn hoặc phục vụ quanh năm, mở cửa theo giờ giấc cụ thể, tầng thượng', 'Thang máy', 'Bãi đỗ xe có người phục vụ, trong khuôn viên']","['Cho phép gửi hành lý', 'Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím', 'Có dịch vụ dọn vệ sinh trong thời gian ở']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Hệ thống sưởi']",,,,,,,,,$25,"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']",,,
145,https://www.airbnb.com.vn/rooms/876355896372475262?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210184_x%2BlHiVO1sRgrLg31&previous_page_section_name=1000,Căn hộ đẹp trong hồ bơi Manor 2,3 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 3 khách,$29,,,['Máy giặt'],['TV'],,['Điều hòa nhiệt độ'],,['Wi-fi'],['Bếp'],,,['Bể bơi'],,"['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']","4,67 · 3 đánh giá","4,7","5,0","5,0","5,0","4,0","4,7",,$21,"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']",,-$8,
146,https://www.airbnb.com.vn/rooms/1039869781520786177?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1795232851&check_in=2023-12-24&check_out=2023-12-29&source_impression_id=p3_1702210184_2OretyzceU4Kpiuy&previous_page_section_name=1000,Phòng Deluxe DAKAO/D1,1 giường ·  · Phòng tắm khép kín,"Phòng tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Hủy miễn phí trước 23 thg 12.,Tối đa 2 khách,$15,,,,,,,,,,,,,,,,,,,,,,,$11,,-$19,,
